416,Child abuse,need to heal from trauma from past event(s) in childhood
417,Incarcerated parent,"one or both parents are in jail or prison
"
418,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
419,ESL,ESL
420,unhappy with coach,unhappy with coach
421,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
422,Active Quest,user is a primary or participating quester
423,ADHD ,diagnosed with ADHD or suspects ADHD
424,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
425,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
426,Clinical Anxiety,"for preclinical, go to stress
"
427,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
428,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
429,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
430,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
431,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
432,Bored,"no purpose, nothing to do
"
433,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
434,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
435,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
436,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
437,Build wealth,"want to make more money, save money, invest money"
438,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
439,Hyperactivity/Inattention,Pre-ADHD diagnosis
440,Intellectual disability ID,diagnosis of intellectual disability/low IQ
441,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
442,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
443,Poor Mental Health,Pre-diagnosis
444,Motivation and procrastination,not quite on top of things but not yet behind on work.  
445,Parenting Stress,"struggling with connecting with kids and discipline
"
446,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
447,Personal Care and Hygiene,skills related to taking care of oneself
448,Declining physical health,want to get healthier. general health problems.   no series illnesses
449,Resilience,"giving up too quickly or easily, can't bounce back"
450,Self-Regulation and Coping,"""overreacting"" "
451,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
452,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
453,Trauma,"emotional abuse, need help setting boundaries"
454,Stress,general stress management
455,Debt,trying to get rid of debt and save more
456,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
457,Eating Disorder,"anorexia, bulimia, binge eating"
458,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
459,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
460,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
461,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
462,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
463,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
464,FBA,working with an ABA agency or school on obtaining an FBA
465,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
466,Suicidal Ideations,having thoughts about suicide or dying
467,Suicide Risk,action plans made for suicide and need external support
468,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
469,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
470,No Friends,"user wants to make friends
"
471,SPED caregiver,burnout and stress from caring for high needs family members
472,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
473,Loneliness,"having no friends, feel like they have no one to talk to "
474,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
475,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
476,Lack of confidence,"wants to gain confidence and feel good about themselves
"
477,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
478,Hoarding,
479,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
480,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
481,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
482,Sportmanship,"sore loser, too competitive"
483,General Intake,
484,Physical abuse,"punching, hitting, choking, scratching, throwing items "
485,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
486,Child abuse,need to heal from trauma from past event(s) in childhood
487,Incarcerated parent,"one or both parents are in jail or prison
"
488,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
489,ESL,ESL
490,unhappy with coach,unhappy with coach
491,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
492,Active Quest,user is a primary or participating quester
493,ADHD ,diagnosed with ADHD or suspects ADHD
494,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
495,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
496,Clinical Anxiety,"for preclinical, go to stress
"
497,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
498,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
499,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
500,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
501,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
502,Bored,"no purpose, nothing to do
"
503,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
504,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
505,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
506,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
507,Build wealth,"want to make more money, save money, invest money"
508,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
509,Hyperactivity/Inattention,Pre-ADHD diagnosis
510,Intellectual disability ID,diagnosis of intellectual disability/low IQ
511,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
